real_time,simulated_time,pressure_bar,pressure_state,motion,distance_cm,room_state
2025-12-04T11:33:22.796660,14:31,0,empty,OUT,999,room_empty
2025-12-04T11:33:23.296861,14:32,0,empty,OUT,999,room_empty
2025-12-04T11:33:23.797064,14:33,0,empty,OUT,999,room_empty
2025-12-04T11:33:24.297380,14:35,0,empty,OUT,999,room_empty
2025-12-04T11:33:24.797588,14:36,0,empty,OUT,999,room_empty
2025-12-04T11:33:25.297791,14:37,0,empty,OUT,999,room_empty
2025-12-04T11:33:25.797998,14:38,0,empty,OUT,999,room_empty
2025-12-04T11:33:26.298208,14:39,0,empty,OUT,999,room_empty
2025-12-04T11:33:26.798418,14:41,0,empty,OUT,999,room_empty
2025-12-04T11:33:27.298730,14:42,0,empty,OUT,999,room_empty
2025-12-04T11:33:27.798940,14:43,0,empty,OUT,999,room_empty
2025-12-04T11:33:28.299142,14:44,0,empty,OUT,999,room_empty
2025-12-04T11:33:28.799330,14:45,0,empty,OUT,999,room_empty
2025-12-04T11:33:29.299530,14:47,0,empty,OUT,999,room_empty
2025-12-04T11:33:29.799736,14:48,0,empty,IN,999,moving_in_room
2025-12-04T11:33:30.300140,14:49,0,empty,IN,999,moving_in_room
2025-12-04T11:33:30.800348,14:50,0,empty,IN,999,moving_in_room
2025-12-04T11:33:31.300552,14:51,0,empty,IN,999,moving_in_room
2025-12-04T11:33:31.800758,14:53,0,empty,IN,999,moving_in_room
2025-12-04T11:33:32.300971,14:54,0,empty,IN,999,moving_in_room
2025-12-04T11:33:32.801192,14:55,0,empty,IN,999,moving_in_room
2025-12-04T11:33:33.301506,14:56,0,empty,IN,999,moving_in_room
2025-12-04T11:33:33.801713,14:57,0,empty,IN,999,moving_in_room
2025-12-04T11:33:34.301918,14:59,0,empty,IN,999,moving_in_room
2025-12-04T11:33:34.802114,15:00,0,empty,IN,999,moving_in_room
2025-12-04T11:33:35.302321,15:01,0,empty,IN,999,moving_in_room
2025-12-04T11:33:35.802524,15:02,0,empty,IN,999,moving_in_room
2025-12-04T11:33:36.302831,15:03,0,empty,IN,999,moving_in_room
2025-12-04T11:33:36.803041,15:05,0,empty,IN,999,moving_in_room
2025-12-04T11:33:37.303224,15:06,0,empty,OUT,999,room_empty
2025-12-04T11:33:37.803430,15:07,0,empty,OUT,999,room_empty
2025-12-04T11:33:38.303620,15:08,0,empty,OUT,999,room_empty
2025-12-04T11:33:38.803828,15:09,0,empty,OUT,999,room_empty
2025-12-04T11:33:39.304232,15:11,0,empty,OUT,999,room_empty
2025-12-04T11:33:39.804442,15:12,0,empty,OUT,999,room_empty
2025-12-04T11:33:40.304633,15:13,0,empty,OUT,999,room_empty
2025-12-04T11:33:40.804832,15:14,0,empty,OUT,999,room_empty
2025-12-04T11:33:41.305037,15:15,0,empty,OUT,999,room_empty
2025-12-04T11:33:41.805245,15:17,0,empty,OUT,999,room_empty
2025-12-04T11:33:42.305578,15:18,0,empty,OUT,999,room_empty
2025-12-04T11:33:42.805791,15:19,0,empty,OUT,999,room_empty
2025-12-04T11:33:43.305985,15:20,0,empty,OUT,999,room_empty
2025-12-04T11:33:43.806189,15:21,0,empty,OUT,999,room_empty
2025-12-04T11:33:44.306383,15:23,0,empty,OUT,999,room_empty
2025-12-04T11:33:44.806588,15:24,0,empty,OUT,999,room_empty
2025-12-04T11:33:45.306966,15:25,0,empty,OUT,999,room_empty
2025-12-04T11:33:45.807143,15:26,0,empty,OUT,999,room_empty
2025-12-04T11:33:46.307301,15:27,0,empty,OUT,999,room_empty
2025-12-04T11:33:46.807474,15:29,0,empty,OUT,999,room_empty
2025-12-04T11:33:47.307635,15:30,0,empty,OUT,999,room_empty
2025-12-04T11:33:47.807809,15:31,0,empty,IN,999,moving_in_room
2025-12-04T11:33:48.308058,15:32,0,empty,IN,999,moving_in_room
2025-12-04T11:33:48.808238,15:33,0,empty,IN,999,moving_in_room
2025-12-04T11:33:49.308410,15:35,0,empty,IN,999,moving_in_room
2025-12-04T11:33:49.808581,15:36,0,empty,IN,999,moving_in_room
2025-12-04T11:33:50.308777,15:37,0,empty,IN,999,moving_in_room
2025-12-04T11:33:50.809000,15:38,0,empty,IN,999,moving_in_room
2025-12-04T11:33:51.309746,15:39,0,empty,IN,999,moving_in_room
2025-12-04T11:33:51.809958,15:41,0,empty,IN,999,moving_in_room
2025-12-04T11:33:52.310174,15:42,0,empty,IN,999,moving_in_room
2025-12-04T11:33:52.810384,15:43,0,empty,IN,999,moving_in_room
2025-12-04T11:33:53.310596,15:44,0,empty,IN,999,moving_in_room
2025-12-04T11:33:53.810811,15:45,0,empty,IN,999,moving_in_room
2025-12-04T11:33:54.311124,15:47,0,empty,IN,999,moving_in_room
2025-12-04T11:33:54.811338,15:48,0,empty,IN,999,moving_in_room
2025-12-04T11:33:55.311547,15:49,0,empty,IN,999,moving_in_room
2025-12-04T11:33:55.811754,15:50,0,empty,IN,999,moving_in_room
2025-12-04T11:33:56.311966,15:51,0,empty,IN,999,moving_in_room
2025-12-04T11:33:56.812174,15:53,0,empty,IN,999,moving_in_room
2025-12-04T11:33:57.312491,15:54,0,empty,IN,999,moving_in_room
2025-12-04T11:33:57.812704,15:55,0,empty,IN,999,moving_in_room
2025-12-04T11:33:58.312916,15:56,0,empty,IN,999,moving_in_room
2025-12-04T11:33:58.813125,15:57,0,empty,IN,999,moving_in_room
2025-12-04T11:33:59.313335,15:59,0,empty,IN,999,moving_in_room
2025-12-04T11:33:59.813543,16:00,0,empty,IN,999,moving_in_room
2025-12-04T11:34:00.313854,16:01,0,empty,IN,999,moving_in_room
2025-12-04T11:34:00.814037,16:02,0,empty,OUT,999,room_empty
2025-12-04T11:34:01.314235,16:03,0,empty,OUT,999,room_empty
2025-12-04T11:34:01.814423,16:05,0,empty,OUT,999,room_empty
2025-12-04T11:34:02.314627,16:06,0,empty,OUT,999,room_empty
2025-12-04T11:34:02.814820,16:07,0,empty,OUT,999,room_empty
2025-12-04T11:34:03.315140,16:08,0,empty,OUT,999,room_empty
2025-12-04T11:34:03.815338,16:09,0,empty,OUT,999,room_empty
2025-12-04T11:34:04.315538,16:11,0,empty,OUT,999,room_empty
2025-12-04T11:34:04.815726,16:12,0,empty,OUT,999,room_empty
2025-12-04T11:34:05.315927,16:13,0,empty,OUT,999,room_empty
2025-12-04T11:34:05.816111,16:14,0,empty,OUT,999,room_empty
2025-12-04T11:34:06.316411,16:15,0,empty,OUT,999,room_empty
2025-12-04T11:34:06.816608,16:17,0,empty,OUT,999,room_empty
2025-12-04T11:34:07.316810,16:18,0,empty,OUT,999,room_empty
2025-12-04T11:34:07.817032,16:19,0,empty,OUT,999,room_empty
2025-12-04T11:34:08.317240,16:20,0,empty,OUT,999,room_empty
2025-12-04T11:34:08.817429,16:21,0,empty,OUT,999,room_empty
2025-12-04T11:34:09.317716,16:23,0,empty,OUT,999,room_empty
2025-12-04T11:34:09.817879,16:24,0,empty,OUT,999,room_empty
2025-12-04T11:34:10.318041,16:25,0,empty,OUT,999,room_empty
2025-12-04T11:34:10.818199,16:26,0,empty,OUT,999,room_empty
2025-12-04T11:34:11.318359,16:27,0,empty,OUT,999,room_empty
2025-12-04T11:34:11.818511,16:29,0,empty,OUT,999,room_empty
2025-12-04T11:34:12.318760,16:30,0,empty,OUT,999,room_empty
2025-12-04T11:34:12.818917,16:31,0,empty,OUT,999,room_empty
2025-12-04T11:34:13.319084,16:32,0,empty,OUT,999,room_empty
2025-12-04T11:34:13.819236,16:33,0,empty,OUT,999,room_empty
2025-12-04T11:34:14.319417,16:35,0,empty,OUT,999,room_empty
2025-12-04T11:34:14.819619,16:36,0,empty,IN,999,moving_in_room
2025-12-04T11:34:15.319931,16:37,0,empty,IN,999,moving_in_room
2025-12-04T11:34:15.820133,16:38,0,empty,IN,999,moving_in_room
2025-12-04T11:34:16.320333,16:39,0,empty,IN,999,moving_in_room
2025-12-04T11:34:16.820540,16:41,0,empty,IN,999,moving_in_room
2025-12-04T11:34:17.320731,16:42,0,empty,IN,999,moving_in_room
2025-12-04T11:34:17.820929,16:43,0,empty,IN,999,moving_in_room
2025-12-04T11:34:18.321253,16:44,0,empty,IN,999,moving_in_room
2025-12-04T11:34:18.821466,16:45,0,empty,IN,999,moving_in_room
2025-12-04T11:34:19.321672,16:47,0,empty,IN,999,moving_in_room
2025-12-04T11:34:19.821876,16:48,0,empty,IN,999,moving_in_room
2025-12-04T11:34:20.322057,16:49,0,empty,IN,999,moving_in_room
2025-12-04T11:34:20.822248,16:50,0,empty,IN,999,moving_in_room
2025-12-04T11:34:21.322564,16:51,0,empty,IN,999,moving_in_room
2025-12-04T11:34:21.822776,16:53,0,empty,IN,999,moving_in_room
2025-12-04T11:34:22.322983,16:54,0,empty,IN,999,moving_in_room
2025-12-04T11:34:22.823189,16:55,0,empty,IN,999,moving_in_room
2025-12-04T11:34:23.323381,16:56,0,empty,IN,999,moving_in_room
2025-12-04T11:34:23.823580,16:57,0,empty,IN,999,moving_in_room
2025-12-04T11:34:24.323900,16:59,0,empty,IN,999,moving_in_room
2025-12-04T11:34:24.824114,17:00,0,empty,IN,999,moving_in_room
2025-12-04T11:34:25.324308,17:01,0,empty,OUT,999,room_empty
2025-12-04T11:34:25.824524,17:02,0,empty,OUT,999,room_empty
2025-12-04T11:34:26.324736,17:03,0,empty,OUT,999,room_empty
2025-12-04T11:34:26.824948,17:05,0,empty,OUT,999,room_empty
2025-12-04T11:34:27.325284,17:06,0,empty,OUT,999,room_empty
2025-12-04T11:34:27.825503,17:07,0,empty,OUT,999,room_empty
2025-12-04T11:34:28.325713,17:08,0,empty,OUT,999,room_empty
2025-12-04T11:34:28.825895,17:09,0,empty,OUT,999,room_empty
2025-12-04T11:34:29.326104,17:11,0,empty,OUT,999,room_empty
2025-12-04T11:34:29.826313,17:12,0,empty,OUT,999,room_empty
2025-12-04T11:34:30.326624,17:13,0,empty,OUT,999,room_empty
2025-12-04T11:34:30.826835,17:14,0,empty,OUT,999,room_empty
2025-12-04T11:34:31.327036,17:15,0,empty,OUT,999,room_empty
2025-12-04T11:34:31.827251,17:17,0,empty,OUT,999,room_empty
2025-12-04T11:34:32.327465,17:18,0,empty,OUT,999,room_empty
2025-12-04T11:34:32.827678,17:19,0,empty,OUT,999,room_empty
2025-12-04T11:34:33.327997,17:20,0,empty,OUT,999,room_empty
2025-12-04T11:34:33.828210,17:21,0,empty,OUT,999,room_empty
2025-12-04T11:34:34.328416,17:23,0,empty,OUT,999,room_empty
2025-12-04T11:34:34.828626,17:24,0,empty,OUT,999,room_empty
2025-12-04T11:34:35.328841,17:25,0,empty,OUT,999,room_empty
2025-12-04T11:34:35.829062,17:26,0,empty,OUT,999,room_empty
2025-12-04T11:34:36.329373,17:27,0,empty,OUT,999,room_empty
2025-12-04T11:34:36.829590,17:29,0,empty,OUT,999,room_empty
2025-12-04T11:34:37.329789,17:30,0,empty,OUT,999,room_empty
2025-12-04T11:34:37.830000,17:31,0,empty,OUT,999,room_empty
2025-12-04T11:34:38.330211,17:32,0,empty,OUT,999,room_empty
2025-12-04T11:34:38.830423,17:33,0,empty,OUT,999,room_empty
2025-12-04T11:34:39.330739,17:35,0,empty,OUT,999,room_empty
2025-12-04T11:34:39.830957,17:36,0,empty,OUT,999,room_empty
2025-12-04T11:34:40.331162,17:37,0,empty,OUT,999,room_empty
2025-12-04T11:34:40.831368,17:38,0,empty,OUT,999,room_empty
2025-12-04T11:34:41.331575,17:39,0,empty,OUT,999,room_empty
2025-12-04T11:34:41.831790,17:41,0,empty,OUT,999,room_empty
2025-12-04T11:34:42.332116,17:42,0,empty,OUT,999,room_empty
2025-12-04T11:34:42.832333,17:43,0,empty,OUT,999,room_empty
2025-12-04T11:34:43.332531,17:44,0,empty,OUT,999,room_empty
2025-12-04T11:34:43.832741,17:45,0,empty,OUT,999,room_empty
2025-12-04T11:34:44.332952,17:47,0,empty,OUT,999,room_empty
2025-12-04T11:34:44.833178,17:48,0,empty,OUT,999,room_empty
2025-12-04T11:34:45.333483,17:49,0,empty,OUT,999,room_empty
2025-12-04T11:34:45.833693,17:50,0,empty,OUT,999,room_empty
2025-12-04T11:34:46.333885,17:51,0,empty,OUT,999,room_empty
2025-12-04T11:34:46.834093,17:53,0,empty,OUT,999,room_empty
2025-12-04T11:34:47.334299,17:54,0,empty,OUT,999,room_empty
2025-12-04T11:34:47.834510,17:55,0,empty,OUT,999,room_empty
2025-12-04T11:34:48.334828,17:56,0,empty,IN,999,moving_in_room
2025-12-04T11:34:48.835040,17:57,0,empty,IN,999,moving_in_room
2025-12-04T11:34:49.335243,17:59,0,empty,IN,999,moving_in_room
2025-12-04T11:34:49.835446,18:00,0,empty,IN,999,moving_in_room
2025-12-04T11:34:50.335626,18:01,0,empty,IN,999,moving_in_room
2025-12-04T11:34:50.835822,18:02,0,empty,IN,999,moving_in_room
2025-12-04T11:34:51.336134,18:03,0,empty,IN,999,moving_in_room
2025-12-04T11:34:51.836350,18:05,0,empty,IN,999,moving_in_room
2025-12-04T11:34:52.336561,18:06,0,empty,IN,999,moving_in_room
2025-12-04T11:34:52.836775,18:07,0,empty,OUT,999,room_empty
2025-12-04T11:34:53.336997,18:08,0,empty,OUT,999,room_empty
2025-12-04T11:34:53.837213,18:09,0,empty,OUT,999,room_empty
2025-12-04T11:34:54.337527,18:11,0,empty,OUT,999,room_empty
2025-12-04T11:34:54.837739,18:12,0,empty,OUT,999,room_empty
2025-12-04T11:34:55.337941,18:13,0,empty,OUT,999,room_empty
2025-12-04T11:34:55.838145,18:14,0,empty,OUT,999,room_empty
2025-12-04T11:34:56.338348,18:15,0,empty,OUT,999,room_empty
2025-12-04T11:34:56.838571,18:17,0,empty,OUT,999,room_empty
2025-12-04T11:34:57.338865,18:18,0,empty,OUT,999,room_empty
2025-12-04T11:34:57.839045,18:19,0,empty,OUT,999,room_empty
2025-12-04T11:34:58.339223,18:20,0,empty,OUT,999,room_empty
2025-12-04T11:34:58.839401,18:21,0,empty,OUT,999,room_empty
2025-12-04T11:34:59.339574,18:23,0,empty,OUT,999,room_empty
2025-12-04T11:34:59.839746,18:24,0,empty,OUT,999,room_empty
2025-12-04T11:35:00.339997,18:25,0,empty,OUT,999,room_empty
2025-12-04T11:35:00.840181,18:26,0,empty,OUT,999,room_empty
2025-12-04T11:35:01.340362,18:27,0,empty,OUT,999,room_empty
2025-12-04T11:35:01.840540,18:29,0,empty,OUT,999,room_empty
2025-12-04T11:35:02.340739,18:30,0,empty,OUT,999,room_empty
2025-12-04T11:35:02.840952,18:31,0,empty,OUT,999,room_empty
2025-12-04T11:35:03.341290,18:32,0,empty,OUT,999,room_empty
2025-12-04T11:35:03.841502,18:33,0,empty,OUT,999,room_empty
2025-12-04T11:35:04.341713,18:35,0,empty,OUT,999,room_empty
2025-12-04T11:35:04.841921,18:36,0,empty,OUT,999,room_empty
2025-12-04T11:35:05.342125,18:37,0,empty,OUT,999,room_empty
2025-12-04T11:35:05.842337,18:38,0,empty,OUT,999,room_empty
2025-12-04T11:35:06.342656,18:39,0,empty,OUT,999,room_empty
2025-12-04T11:35:06.842870,18:41,0,empty,OUT,999,room_empty
2025-12-04T11:35:07.343084,18:42,0,empty,OUT,999,room_empty
2025-12-04T11:35:07.843295,18:43,0,empty,IN,999,moving_in_room
2025-12-04T11:35:08.343498,18:44,0,empty,IN,999,moving_in_room
2025-12-04T11:35:08.843699,18:45,0,empty,IN,999,moving_in_room
2025-12-04T11:35:09.343988,18:47,0,empty,IN,999,moving_in_room
2025-12-04T11:35:09.844162,18:48,0,empty,IN,999,moving_in_room
2025-12-04T11:35:10.344338,18:49,0,empty,IN,999,moving_in_room
2025-12-04T11:35:10.844517,18:50,0,empty,IN,999,moving_in_room
2025-12-04T11:35:11.344697,18:51,0,empty,IN,999,moving_in_room
2025-12-04T11:35:11.844875,18:53,0,empty,IN,999,moving_in_room
2025-12-04T11:35:12.345143,18:54,0,empty,IN,999,moving_in_room
2025-12-04T11:35:12.845312,18:55,0,empty,IN,999,moving_in_room
2025-12-04T11:35:13.345466,18:56,0,empty,OUT,999,room_empty
2025-12-04T11:35:13.845637,18:57,0,empty,OUT,999,room_empty
2025-12-04T11:35:14.345820,18:59,0,empty,OUT,999,room_empty
2025-12-04T11:35:14.846031,19:00,0,empty,OUT,999,room_empty
2025-12-04T11:35:15.346345,19:01,0,empty,OUT,999,room_empty
2025-12-04T11:35:15.846552,19:02,0,empty,OUT,999,room_empty
2025-12-04T11:35:16.346754,19:03,0,empty,OUT,999,room_empty
2025-12-04T11:35:16.846968,19:05,0,empty,OUT,999,room_empty
2025-12-04T11:35:17.347176,19:06,0,empty,OUT,999,room_empty
2025-12-04T11:35:17.847385,19:07,0,empty,OUT,999,room_empty
2025-12-04T11:35:18.347698,19:08,0,empty,OUT,999,room_empty
2025-12-04T11:35:18.847912,19:09,0,empty,OUT,999,room_empty
2025-12-04T11:35:19.348114,19:11,0,empty,OUT,999,room_empty
2025-12-04T11:35:19.848323,19:12,0,empty,OUT,999,room_empty
2025-12-04T11:35:20.348523,19:13,0,empty,OUT,999,room_empty
2025-12-04T11:35:20.848728,19:14,0,empty,OUT,999,room_empty
2025-12-04T11:35:21.349057,19:15,0,empty,OUT,999,room_empty
2025-12-04T11:35:21.849273,19:17,0,empty,OUT,999,room_empty
2025-12-04T11:35:22.349477,19:18,0,empty,OUT,999,room_empty
2025-12-04T11:35:22.849691,19:19,0,empty,OUT,999,room_empty
2025-12-04T11:35:23.349892,19:20,0,empty,OUT,999,room_empty
2025-12-04T11:35:23.850102,19:21,0,empty,OUT,999,room_empty
2025-12-04T11:35:24.350417,19:23,0,empty,OUT,999,room_empty
2025-12-04T11:35:24.850629,19:24,0,empty,OUT,999,room_empty
2025-12-04T11:35:25.350834,19:25,0,empty,OUT,999,room_empty
2025-12-04T11:35:25.851041,19:26,0,empty,OUT,999,room_empty
2025-12-04T11:35:26.351246,19:27,0,empty,OUT,999,room_empty
2025-12-04T11:35:26.851465,19:29,0,empty,OUT,999,room_empty
2025-12-04T11:35:27.351935,19:30,0,empty,IN,999,moving_in_room
2025-12-04T11:35:27.852177,19:31,0,empty,IN,999,moving_in_room
2025-12-04T11:35:28.352386,19:32,0,empty,IN,999,moving_in_room
2025-12-04T11:35:28.852622,19:33,0,empty,IN,999,moving_in_room
2025-12-04T11:35:29.352828,19:35,0,empty,IN,999,moving_in_room
2025-12-04T11:35:29.853074,19:36,0,empty,IN,999,moving_in_room
2025-12-04T11:35:30.353405,19:37,0,empty,IN,999,moving_in_room
2025-12-04T11:35:30.853643,19:38,0,empty,IN,999,moving_in_room
2025-12-04T11:35:31.354242,19:39,0,empty,IN,999,moving_in_room
2025-12-04T11:35:31.854486,19:41,0,empty,IN,999,moving_in_room
2025-12-04T11:35:32.354699,19:42,0,empty,IN,999,moving_in_room
2025-12-04T11:35:32.854931,19:43,0,empty,IN,999,moving_in_room
2025-12-04T11:35:33.355248,19:44,0,empty,IN,999,moving_in_room
2025-12-04T11:35:33.855477,19:45,0,empty,IN,999,moving_in_room
2025-12-04T11:35:34.355685,19:47,0,empty,IN,999,moving_in_room
2025-12-04T11:35:34.855871,19:48,0,empty,OUT,999,room_empty
2025-12-04T11:35:35.356068,19:49,0,empty,OUT,999,room_empty
2025-12-04T11:35:35.856286,19:50,0,empty,OUT,999,room_empty
2025-12-04T11:35:36.356592,19:51,0,empty,OUT,999,room_empty
2025-12-04T11:35:36.856822,19:53,0,empty,OUT,999,room_empty
2025-12-04T11:35:37.357044,19:54,0,empty,OUT,999,room_empty
2025-12-04T11:35:37.857262,19:55,0,empty,OUT,999,room_empty
2025-12-04T11:35:38.357462,19:56,0,empty,OUT,999,room_empty
2025-12-04T11:35:38.857675,19:57,0,empty,OUT,999,room_empty
2025-12-04T11:35:39.357982,19:59,0,empty,OUT,999,room_empty
2025-12-04T11:35:39.858211,20:00,0,empty,OUT,999,room_empty
2025-12-04T11:35:40.358418,20:01,0,empty,OUT,999,room_empty
2025-12-04T11:35:40.858616,20:02,0,empty,OUT,999,room_empty
2025-12-04T11:35:41.358821,20:03,0,empty,OUT,999,room_empty
2025-12-04T11:35:41.859051,20:05,0,empty,OUT,999,room_empty
2025-12-04T11:35:42.359780,20:06,0,empty,OUT,999,room_empty
2025-12-04T11:35:42.860009,20:07,0,empty,OUT,999,room_empty
2025-12-04T11:35:43.360217,20:08,0,empty,OUT,999,room_empty
2025-12-04T11:35:43.860438,20:09,0,empty,OUT,999,room_empty
2025-12-04T11:35:44.360643,20:11,0,empty,OUT,999,room_empty
2025-12-04T11:35:44.860866,20:12,0,empty,OUT,999,room_empty
2025-12-04T11:35:45.361499,20:13,0,empty,OUT,999,room_empty
2025-12-04T11:35:45.861729,20:14,0,empty,IN,999,moving_in_room
2025-12-04T11:35:46.361941,20:15,0,empty,IN,999,moving_in_room
2025-12-04T11:35:46.862153,20:17,0,empty,IN,999,moving_in_room
2025-12-04T11:35:47.362364,20:18,0,empty,IN,999,moving_in_room
2025-12-04T11:35:47.862597,20:19,0,empty,IN,999,moving_in_room
2025-12-04T11:35:48.363238,20:20,0,empty,IN,999,moving_in_room
2025-12-04T11:35:48.863468,20:21,0,empty,IN,999,moving_in_room
2025-12-04T11:35:49.363669,20:23,0,empty,IN,999,moving_in_room
2025-12-04T11:35:49.863889,20:24,0,empty,IN,999,moving_in_room
2025-12-04T11:35:50.364083,20:25,0,empty,IN,999,moving_in_room
2025-12-04T11:35:50.864315,20:26,0,empty,IN,999,moving_in_room
2025-12-04T11:35:51.364630,20:27,0,empty,IN,999,moving_in_room
2025-12-04T11:35:51.864868,20:29,0,empty,IN,999,moving_in_room
2025-12-04T11:35:52.365088,20:30,0,empty,IN,999,moving_in_room
2025-12-04T11:35:52.865304,20:31,0,empty,IN,999,moving_in_room
2025-12-04T11:35:53.365506,20:32,0,empty,IN,999,moving_in_room
2025-12-04T11:35:53.865705,20:33,0,empty,IN,999,moving_in_room
2025-12-04T11:35:54.366018,20:35,0,empty,IN,999,moving_in_room
2025-12-04T11:35:54.866250,20:36,0,empty,IN,999,moving_in_room
2025-12-04T11:35:55.366452,20:37,0,empty,IN,999,moving_in_room
2025-12-04T11:35:55.866681,20:38,0,empty,IN,999,moving_in_room
2025-12-04T11:35:56.366889,20:39,0,empty,IN,999,moving_in_room
2025-12-04T11:35:56.867126,20:41,0,empty,IN,999,moving_in_room
2025-12-04T11:35:57.367542,20:42,0,empty,IN,999,moving_in_room
2025-12-04T11:35:57.867773,20:43,0,empty,IN,999,moving_in_room
2025-12-04T11:35:58.367988,20:44,0,empty,IN,999,moving_in_room
2025-12-04T11:35:58.868209,20:45,0,empty,IN,999,moving_in_room
2025-12-04T11:35:59.368415,20:47,0,empty,IN,999,moving_in_room
2025-12-04T11:35:59.868638,20:48,0,empty,IN,999,moving_in_room
2025-12-04T11:36:00.368949,20:49,0,empty,IN,999,moving_in_room
2025-12-04T11:36:00.869200,20:50,0,empty,IN,999,moving_in_room
2025-12-04T11:36:01.369415,20:51,0,empty,IN,999,moving_in_room
2025-12-04T11:36:01.869657,20:53,0,empty,IN,999,moving_in_room
2025-12-04T11:36:02.369868,20:54,0,empty,IN,999,moving_in_room
2025-12-04T11:36:02.870098,20:55,0,empty,IN,999,moving_in_room
2025-12-04T11:36:03.370421,20:56,0,empty,IN,999,moving_in_room
2025-12-04T11:36:03.870648,20:58,0,empty,IN,999,moving_in_room
2025-12-04T11:36:04.370852,20:59,0,empty,IN,999,moving_in_room
2025-12-04T11:36:04.871042,21:00,0,empty,IN,999,moving_in_room
2025-12-04T11:36:05.371242,21:01,0,empty,IN,999,moving_in_room
2025-12-04T11:36:05.871450,21:02,0,empty,IN,999,moving_in_room
2025-12-04T11:36:06.371762,21:03,0,empty,IN,999,moving_in_room
2025-12-04T11:36:06.872005,21:05,0,empty,IN,999,moving_in_room
2025-12-04T11:36:07.372217,21:06,0,empty,IN,999,moving_in_room
2025-12-04T11:36:07.872436,21:07,0,empty,IN,999,moving_in_room
2025-12-04T11:36:08.372636,21:08,0,empty,IN,999,moving_in_room
2025-12-04T11:36:08.872856,21:10,0,empty,IN,999,moving_in_room
2025-12-04T11:36:09.373209,21:11,0,empty,IN,999,moving_in_room
2025-12-04T11:36:09.873401,21:12,0,empty,IN,999,moving_in_room
2025-12-04T11:36:10.373578,21:13,0,empty,IN,999,moving_in_room
2025-12-04T11:36:10.873779,21:14,0,empty,IN,999,moving_in_room
2025-12-04T11:36:11.373955,21:16,0,empty,IN,999,moving_in_room
2025-12-04T11:36:11.874157,21:17,0,empty,IN,999,moving_in_room
2025-12-04T11:36:12.374480,21:18,0,empty,IN,999,moving_in_room
2025-12-04T11:36:12.874665,21:19,0,empty,IN,999,moving_in_room
2025-12-04T11:36:13.374841,21:20,0,empty,IN,999,moving_in_room
2025-12-04T11:36:13.875024,21:22,0,empty,IN,999,moving_in_room
2025-12-04T11:36:14.375219,21:23,0,empty,IN,999,moving_in_room
2025-12-04T11:36:14.875449,21:24,0,empty,IN,999,moving_in_room
2025-12-04T11:36:15.375762,21:25,0,empty,IN,999,moving_in_room
2025-12-04T11:36:15.876000,21:26,0,empty,IN,999,moving_in_room
2025-12-04T11:36:16.376215,21:28,0,empty,IN,999,moving_in_room
2025-12-04T11:36:16.876478,21:29,0,empty,IN,999,moving_in_room
2025-12-04T11:36:17.376677,21:30,0,empty,IN,999,moving_in_room
2025-12-04T11:36:17.876853,21:31,0,empty,IN,999,moving_in_room
2025-12-04T11:36:18.377275,21:32,0,empty,IN,999,moving_in_room
2025-12-04T11:36:18.877470,21:34,0,empty,IN,999,moving_in_room
2025-12-04T11:36:19.377648,21:35,0,empty,IN,999,moving_in_room
2025-12-04T11:36:19.877833,21:36,0,empty,IN,999,moving_in_room
2025-12-04T11:36:20.378002,21:37,0,empty,IN,999,moving_in_room
2025-12-04T11:36:20.878199,21:38,0,empty,IN,999,moving_in_room
2025-12-04T11:36:21.378527,21:40,0,empty,IN,999,moving_in_room
2025-12-04T11:36:21.878727,21:41,0,empty,IN,999,moving_in_room
2025-12-04T11:36:22.378933,21:42,0,empty,IN,999,moving_in_room
2025-12-04T11:36:22.879176,21:43,0,empty,IN,999,moving_in_room
2025-12-04T11:36:23.379393,21:44,0,empty,IN,999,moving_in_room
2025-12-04T11:36:23.879624,21:46,0,empty,IN,999,moving_in_room
2025-12-04T11:36:24.379941,21:47,0,empty,IN,999,moving_in_room
2025-12-04T11:36:24.880158,21:48,0,empty,IN,999,moving_in_room
2025-12-04T11:36:25.380374,21:49,0,empty,IN,999,moving_in_room
2025-12-04T11:36:25.880604,21:50,0,empty,IN,999,moving_in_room
2025-12-04T11:36:26.380815,21:52,0,empty,IN,999,moving_in_room
2025-12-04T11:36:26.881070,21:53,0,empty,OUT,999,room_empty
2025-12-04T11:36:27.381391,21:54,0,empty,OUT,999,room_empty
2025-12-04T11:36:27.881631,21:55,0,empty,OUT,999,room_empty
2025-12-04T11:36:28.381845,21:56,0,empty,OUT,999,room_empty
2025-12-04T11:36:28.882062,21:58,0,empty,OUT,999,room_empty
2025-12-04T11:36:29.382257,21:59,0,empty,OUT,999,room_empty
2025-12-04T11:36:29.882497,22:00,0,empty,OUT,999,room_empty
2025-12-04T11:36:30.382811,22:01,0,empty,OUT,999,room_empty
2025-12-04T11:36:30.883050,22:02,0,empty,OUT,999,room_empty
2025-12-04T11:36:31.383261,22:04,0,empty,OUT,999,room_empty
2025-12-04T11:36:31.883481,22:05,0,empty,OUT,999,room_empty
2025-12-04T11:36:32.383691,22:06,0,empty,OUT,999,room_empty
2025-12-04T11:36:32.883927,22:07,0,empty,OUT,999,room_empty
2025-12-04T11:36:33.384242,22:08,0,empty,OUT,999,room_empty
